brand,model_year,mileage,fuel_type,transmission,engine_size,horsepower,body_type,color,num_cylinders,fuel_efficiency,mileage_category,owner_count,is_accident_free,has_service_history,age_years,price,price_per_hp,price_per_cc
Audi,2021,226391,Electric,Automatic,3.8,164,Pickup,Orange,12,19.5,High,2,1,0,3,33770.69046554517,205.9188443021047,8.887023806722414
Mazda,2014,122049,Electric,Manual,3.0,125,SUV,Black,12,19.1,Medium,2,1,0,10,10615.182232871693,84.92145786297355,3.538394077623898
Lexus,2012,20583,Electric,CVT,3.1,472,Convertible,Brown,12,25.8,Low,3,1,0,12,41252.597137365854,87.39957020628358,13.307289399150276
Mercedes-Benz,2010,85774,LPG,Semi-Automatic,2.1,480,Sedan,Silver,6,36.2,High,3,0,0,14,26735.789854296097,55.6995621964502,12.731328502045761
Nissan,2013,138335,Diesel,Semi-Automatic,2.8,126,Wagon,Black,8,27.5,Medium,1,0,0,11,15674.243946720586,124.39876148190942,5.597944266685923
Mazda,2017,126374,LPG,Manual,2.9,292,Pickup,Silver,8,41.0,Low,3,0,1,7,13042.07368790261,44.66463591747469,4.497266788931935
Honda,2012,198522,Hybrid,Manual,3.8,138,Wagon,Brown,12,38.8,Low,3,1,0,12,11304.728234777607,81.91832054186672,2.9749284828362126
Kia,2019,220357,Petrol,CVT,4.8,133,Convertible,Red,4,15.1,Medium,3,0,1,5,22248.238435989893,167.2799882405255,4.635049674164561
Lexus,2011,150528,Petrol,Semi-Automatic,2.3,421,Sedan,White,12,12.0,Low,2,0,0,13,16237.117458506631,38.56797496082335,7.0596162863072305
BMW,2020,91118,Electric,Automatic,1.2,91,Coupe,Gray,6,45.1,Low,1,0,0,4,104325.68360833025,1146.4360836080248,86.93806967360854
BMW,2018,65942,Electric,Manual,3.0,271,Wagon,Blue,12,13.2,High,3,1,0,6,59015.03151053468,217.76764395031248,19.671677170178228
Mercedes-Benz,2019,13689,Electric,Semi-Automatic,3.2,85,Coupe,Green,8,15.9,Low,3,0,0,5,70374.39119890826,827.934014104803,21.99199724965883
Mercedes-Benz,2014,164006,Diesel,CVT,1.7,388,Wagon,Yellow,12,10.9,High,3,0,1,10,30718.942990334985,79.17253348024481,18.069966464902933
Hyundai,2023,33276,Hybrid,Automatic,4.0,223,Coupe,Red,4,35.1,High,2,0,1,1,55908.831002762854,250.7122466491608,13.977207750690713
Kia,2016,247421,Hybrid,CVT,4.9,425,Pickup,White,8,33.3,High,2,0,0,8,18289.12333727192,43.033231381816286,3.7324741504636574
Kia,2020,101968,Hybrid,Manual,4.8,340,Wagon,White,4,49.5,High,1,1,1,4,54245.31697804024,159.54504993541246,11.301107703758383
Audi,2020,150945,Hybrid,Semi-Automatic,1.8,152,Coupe,Silver,12,45.5,Low,1,0,0,4,65701.42676248793,432.24622870057846,36.50079264582663
Mercedes-Benz,2011,13050,Electric,Semi-Automatic,4.5,253,Convertible,White,8,26.4,Low,2,0,1,13,75813.78279547181,299.6592205354617,16.847507287882625
Kia,2018,66216,Petrol,Semi-Automatic,3.8,311,SUV,Orange,6,24.9,High,3,1,0,6,38013.95792042974,122.23137594993486,10.003673136955195
Subaru,2022,215516,Electric,Semi-Automatic,2.8,349,Coupe,Green,8,21.9,Low,3,1,1,2,41838.31422837168,119.88055652828562,14.942255081561315
Hyundai,2018,84040,Hybrid,Automatic,3.2,441,SUV,Blue,4,16.1,High,1,1,1,6,55653.32640486111,126.19801905864198,17.391664501519095
Chevrolet,2013,21644,Electric,Automatic,4.4,301,SUV,Red,8,15.5,High,3,1,1,11,19252.173359084336,63.96070883416723,4.37549394524644
Volkswagen,2013,62021,Hybrid,CVT,2.9,131,Sedan,Orange,6,15.3,High,2,1,0,11,29248.729546612085,223.2727446306266,10.085768809176582
Volkswagen,2015,168197,LPG,Automatic,2.5,195,Pickup,Red,6,14.6,Medium,1,0,1,9,11311.647898553952,58.00845076181514,4.524659159421581
Chevrolet,2019,197971,Petrol,Manual,3.0,105,Convertible,Gray,6,19.6,Low,2,1,0,5,19854.221471112567,189.0878235344054,6.618073823704189
Ford,2019,42291,LPG,Manual,3.3,132,SUV,Blue,6,22.3,Low,2,1,1,5,38186.15422191386,289.28904713571103,11.57156188542844
Lexus,2019,166132,Diesel,Semi-Automatic,1.8,444,Hatchback,White,4,48.5,High,3,1,0,5,48783.07316175292,109.87178640034442,27.101707312084958
Hyundai,2015,132610,Electric,Manual,4.6,108,Pickup,Gray,8,33.1,Low,2,0,0,9,13168.418240795745,121.92979852588653,2.8626996175642923
Subaru,2021,167248,Diesel,CVT,3.7,98,SUV,Silver,12,49.5,High,2,0,0,3,42280.39886888162,431.43264151920016,11.427134829427464
Kia,2010,41520,Electric,Automatic,3.5,382,Coupe,Gray,6,24.9,Low,3,0,1,14,26079.67707444069,68.27140595403321,7.4513363069830545
Nissan,2023,25675,LPG,Automatic,1.4,471,SUV,Black,12,28.3,High,2,1,1,1,39559.42729551157,83.99029149790141,28.256733782508263
Hyundai,2023,149359,Hybrid,Automatic,3.4,358,Coupe,Silver,12,23.0,High,3,0,0,1,49253.38015355662,137.57927417194588,14.486288280457831
Mazda,2018,174,Hybrid,Manual,1.5,196,Coupe,Blue,8,17.3,Medium,2,1,0,6,39107.86552586397,199.52992615236718,26.07191035057598
Chevrolet,2011,92268,Electric,Automatic,1.3,185,Hatchback,Green,12,15.7,High,3,1,0,13,11626.040779176825,62.84346367122608,8.94310829167448
Subaru,2014,34998,Hybrid,Semi-Automatic,3.1,498,SUV,Black,12,47.8,Medium,3,0,1,10,40333.581573027695,80.99112765668212,13.010832765492806
Honda,2018,233663,LPG,Semi-Automatic,2.6,388,SUV,Red,4,49.5,Low,1,0,1,6,28442.806469188108,73.30620224017554,10.939540949687734
Tesla,2013,184384,Hybrid,Semi-Automatic,3.4,306,Wagon,Yellow,12,11.8,Low,2,0,1,11,38925.46409003442,127.20739898704058,11.448665908833652
Toyota,2020,143184,LPG,Manual,1.4,431,Pickup,Yellow,8,16.0,Medium,2,1,1,4,43293.56981133372,100.44911789172556,30.923978436666943
Lexus,2012,105410,Diesel,Automatic,2.7,265,Wagon,Black,12,26.9,Low,1,0,1,12,13540.346976808865,51.09564896909006,5.014943324744024
Chevrolet,2016,75225,LPG,Manual,1.7,340,Sedan,Green,8,17.5,Medium,3,0,0,8,9328.188624811275,27.43584889650375,5.48716977930075
Nissan,2015,44814,Petrol,Automatic,4.9,95,Coupe,Orange,6,24.6,Low,3,0,0,9,30326.44403102289,319.2257266423462,6.189070210412835
Kia,2017,85091,Petrol,CVT,3.2,352,Hatchback,Yellow,12,15.2,Medium,1,0,0,7,27210.090578843327,77.30139368989582,8.503153305888539
Nissan,2012,50719,Petrol,CVT,3.7,239,Wagon,Black,12,28.3,Medium,1,0,0,12,8830.222897479222,36.946539319996745,2.386546729048438
Nissan,2014,129887,Electric,Manual,2.3,437,SUV,Blue,12,20.9,High,3,1,1,10,20705.756705778265,47.38159429239877,9.002502915555768
Mercedes-Benz,2019,33919,Electric,Semi-Automatic,1.4,329,Sedan,Brown,6,24.1,Low,3,1,1,5,144235.81456476045,438.4067311998798,103.02558183197175
Mercedes-Benz,2013,73155,Electric,Manual,4.9,303,Hatchback,Green,4,13.8,High,1,0,0,11,27278.230943510658,90.02716483006817,5.56698590683891
Audi,2022,71569,LPG,Semi-Automatic,2.1,335,Convertible,Green,12,27.1,Medium,2,1,1,2,84215.4089844115,251.38928055048206,40.102575706862616
Chevrolet,2013,41328,Electric,Automatic,2.7,259,SUV,Orange,8,49.3,High,3,1,0,11,35338.55669497798,136.44230384161384,13.088354331473326
Audi,2013,201554,Diesel,Semi-Automatic,3.6,99,SUV,Silver,4,23.2,Medium,1,1,1,11,39044.74159636802,394.3913292562426,10.845761554546671
Chevrolet,2019,24618,Petrol,Semi-Automatic,1.1,191,Convertible,White,4,45.1,Low,2,0,1,5,54143.38616739682,283.4732260073132,49.22126015217893
Lexus,2017,34675,LPG,Automatic,4.2,199,Coupe,Yellow,4,43.7,Low,2,1,0,7,56384.352064379316,283.3384525848207,13.424845729614123
Hyundai,2015,232866,Petrol,CVT,3.1,273,Coupe,White,12,48.1,Low,2,0,0,9,9807.142131818784,35.923597552449756,3.1635942360705753
Toyota,2012,18919,Electric,Automatic,2.1,190,Wagon,White,6,41.6,Medium,2,1,0,12,27294.729613964366,143.65647165244403,12.997490292363985
Nissan,2019,4173,LPG,Manual,1.2,289,Wagon,Blue,6,36.4,High,1,0,1,5,18322.600925235856,63.400003201508156,15.268834104363213
Lexus,2014,109369,Hybrid,Manual,1.6,80,SUV,Red,12,44.3,Low,3,1,1,10,43207.586872023596,540.0948359002949,27.00474179501475
Hyundai,2015,26400,Diesel,Manual,4.6,137,Pickup,White,8,13.0,Medium,2,1,1,9,17753.363680103743,129.5865962051368,3.8594268869790747
Tesla,2014,181517,Electric,Manual,3.7,172,SUV,Green,8,28.5,High,2,0,0,10,37026.23816224857,215.26882652470098,10.007091395202316
Volkswagen,2015,70305,Electric,Manual,2.0,300,Wagon,Orange,8,49.6,Medium,1,0,0,9,44228.073231574024,147.4269107719134,22.11403661578701
BMW,2017,168636,Diesel,CVT,1.3,290,Convertible,Orange,12,40.8,Medium,2,1,0,7,26558.820495054864,91.58213963812022,20.429861919272973
Mazda,2016,176886,Diesel,CVT,3.8,311,Wagon,Brown,6,48.5,Low,1,0,1,8,30167.155511222252,97.00050003608442,7.938725134532172
Subaru,2014,210819,Hybrid,Semi-Automatic,3.3,341,SUV,Red,12,41.2,Medium,1,0,1,10,18708.098291816073,54.86245833377148,5.6691206944897194
Chevrolet,2019,88791,Electric,Manual,2.6,443,Hatchback,Silver,6,45.0,Medium,3,0,0,5,28307.429817034197,63.899390106172,10.887473006551614
Tesla,2015,159034,Electric,Automatic,2.5,182,SUV,Green,4,38.3,High,2,0,0,9,27564.47067018984,151.4531355504936,11.025788268075935
Volkswagen,2023,215964,Petrol,Manual,1.9,129,Hatchback,Green,12,40.4,Low,3,1,0,1,31394.839427179137,243.3708482727065,16.523599698515334
Kia,2013,216914,LPG,CVT,3.7,453,Hatchback,Brown,6,30.9,Medium,1,0,1,11,11684.760748334476,25.79417383738295,3.1580434454958044
Ford,2021,70533,LPG,Manual,4.9,189,SUV,Gray,4,47.0,Medium,2,1,1,3,18481.255369665017,97.78441994531755,3.7716847693193913
Toyota,2018,187256,Petrol,CVT,1.7,167,Pickup,Brown,4,43.0,High,1,1,0,6,10060.67064556758,60.24353679980587,5.918041556216223
Subaru,2022,213984,LPG,Semi-Automatic,3.4,99,Pickup,White,12,43.8,Medium,1,0,0,2,40206.445026750494,406.12570734091406,11.825425007867793
Audi,2013,237488,Diesel,Semi-Automatic,2.7,93,Sedan,Black,6,36.9,Medium,1,0,0,11,10769.844260767755,115.80477699750274,3.9888312076917614
Audi,2010,103591,LPG,Semi-Automatic,2.8,212,Wagon,Orange,4,22.2,Medium,2,0,1,14,22364.841608774594,105.4945358904462,7.987443431705212
Hyundai,2016,141650,LPG,CVT,2.0,375,Pickup,Brown,12,11.4,Medium,1,0,1,8,19607.0362215959,52.28542992425573,9.803518110797949
Subaru,2016,131060,Petrol,Manual,4.3,113,Coupe,White,4,47.4,Medium,1,1,1,8,30584.456628626205,270.658908217931,7.112664332238652
Mercedes-Benz,2013,149696,Hybrid,Manual,2.9,459,SUV,Yellow,8,33.4,High,2,1,0,11,44037.34666003486,95.94193172120885,15.18529195173616
Volkswagen,2022,247236,LPG,Automatic,3.2,287,Hatchback,Red,12,21.9,Medium,3,0,0,2,19479.477348460423,67.87274337442656,6.087336671393882
Ford,2023,39194,LPG,CVT,2.2,380,SUV,Green,4,16.0,Medium,1,1,0,1,108072.95747140319,284.40251966158735,49.12407157791054
Tesla,2012,109903,Hybrid,Automatic,1.7,278,Wagon,Gray,12,43.2,Medium,3,0,0,12,21737.37324967939,78.19199010676039,12.786690146870228
Toyota,2017,131461,Petrol,Semi-Automatic,1.3,159,Convertible,Red,12,43.5,Medium,3,1,0,7,17309.6251938097,108.86556725666479,13.31509630293054
Lexus,2014,99303,Hybrid,Manual,3.9,150,Pickup,White,6,42.6,Low,3,1,0,10,16159.467670155822,107.72978446770549,4.143453248757903
Volkswagen,2019,242188,Petrol,CVT,1.8,234,Pickup,Silver,6,35.8,Low,3,1,0,5,31486.006917300332,134.55558511666808,17.49222606516685
Ford,2016,113903,Diesel,Automatic,3.8,157,Pickup,Yellow,4,24.6,Low,3,0,0,8,28889.84232961797,184.01173458355396,7.602590086741571
BMW,2013,67391,Petrol,Automatic,2.6,157,Hatchback,White,12,22.2,Low,3,0,0,11,11625.975845016748,74.05080156061624,4.471529171160288
Chevrolet,2013,237501,Diesel,Automatic,2.7,251,Coupe,Black,12,10.3,High,2,1,0,11,17306.32496450924,68.94950185063442,6.4097499868552745
Lexus,2017,144866,Diesel,Manual,2.9,368,Coupe,Blue,8,43.3,Low,2,0,0,7,35050.36612473828,95.2455601215714,12.086333146461476
Audi,2023,58002,Petrol,Manual,2.5,112,Pickup,White,12,13.5,High,3,0,1,1,109478.17898618984,977.4837409481236,43.79127159447594
Lexus,2017,35531,Electric,Manual,1.4,379,Coupe,Brown,6,35.2,Low,2,1,0,7,56435.0158139072,148.90505491796094,40.310725581362284
Tesla,2011,183887,Petrol,CVT,2.2,355,Convertible,White,12,30.2,High,2,0,0,13,29320.663912048683,82.59341947055967,13.327574505476674
Audi,2023,4986,LPG,Manual,3.7,446,Pickup,Brown,6,31.1,Low,3,0,1,1,106628.2458286026,239.07678436906411,28.81844481854124
Tesla,2011,32298,LPG,CVT,3.7,499,Sedan,Silver,8,47.1,Medium,3,1,0,13,11576.017442872593,23.198431749243674,3.1286533629385387
Hyundai,2012,1481,Electric,Automatic,2.1,86,Hatchback,Green,4,11.3,Low,1,1,1,12,25251.767280684566,293.6252009381926,12.024651086040269
Mercedes-Benz,2021,56408,Diesel,Automatic,2.8,239,Convertible,Orange,6,40.9,Low,2,1,1,3,82797.96371079296,346.4349946058283,29.5707013252832
Tesla,2021,200339,Electric,Semi-Automatic,1.8,319,Hatchback,Blue,4,12.1,Low,3,1,0,3,74704.69313871408,234.18399103045166,41.5026072992856
Audi,2012,121950,LPG,Manual,1.8,103,Pickup,Silver,4,11.5,Medium,2,0,0,12,24778.42638108802,240.56724641833028,13.765792433937788
Hyundai,2010,147907,Electric,Automatic,1.1,293,Convertible,Brown,4,27.2,High,2,0,1,14,18105.469245737077,61.793410395007086,16.459517496124615
Tesla,2023,125355,Petrol,Manual,4.6,149,Pickup,Orange,4,12.5,High,2,1,0,1,37704.303795879496,253.04901876429193,8.196587781712934
BMW,2012,27798,Electric,CVT,1.8,447,Convertible,Black,6,41.6,Medium,1,1,0,12,95500.61423895492,213.64790657484323,53.0558967994194
Lexus,2015,91649,Diesel,Automatic,1.9,295,Pickup,Red,8,31.2,Low,3,0,0,9,23503.253296234125,79.67204507198008,12.370133313807434
Mercedes-Benz,2017,64887,Petrol,Manual,2.1,183,Sedan,Blue,12,11.2,Low,2,0,1,7,45935.39782861007,251.0131028885796,21.873998966004795
Tesla,2022,19477,Hybrid,Automatic,1.5,294,Hatchback,Gray,6,11.6,Low,3,0,1,2,119348.61956898111,405.9476856087793,79.56574637932074
Hyundai,2021,148338,LPG,Automatic,3.6,133,Convertible,Silver,8,34.5,High,2,1,0,3,43469.1726867561,326.8358848628278,12.074770190765584
Kia,2023,217400,LPG,Manual,1.3,373,Sedan,Red,12,42.2,High,3,1,0,1,24861.95007653228,66.65402165290156,19.124576981947907
Volkswagen,2019,217060,Electric,Automatic,1.5,409,SUV,Red,4,27.5,Medium,3,1,1,5,31708.434920811582,77.52673574770557,21.138956613874388
Honda,2015,127815,Petrol,Automatic,3.6,415,Pickup,White,12,32.2,Medium,3,1,1,9,26571.666665403358,64.02811244675507,7.3810185181676
Ford,2014,174598,Hybrid,Automatic,2.4,282,Wagon,White,12,42.0,High,2,0,0,10,13178.159770781045,46.73106301695406,5.490899904492102
Honda,2013,249037,Petrol,Automatic,3.8,367,Convertible,Gray,8,34.4,Low,1,1,0,11,7349.921627573974,20.02703440755851,1.934189901993151
Kia,2012,245687,LPG,CVT,3.2,124,Coupe,Gray,12,19.0,Low,3,1,0,12,10722.399165283518,86.47096101035095,3.3507497391510994
Honda,2022,237942,Petrol,Automatic,2.0,396,Sedan,Brown,4,34.5,Low,1,0,1,2,28899.896272515114,72.97953604170483,14.449948136257557
Kia,2013,127426,Hybrid,Semi-Automatic,3.6,277,Sedan,Gray,6,35.1,Low,3,1,1,11,8356.828594664174,30.169056298426618,2.3213412762956036
Toyota,2023,142961,Electric,Automatic,1.5,295,Convertible,Red,6,39.4,Medium,1,0,0,1,83632.31569116871,283.4993752243007,55.75487712744581
Kia,2016,24335,Diesel,Manual,3.1,388,Sedan,Brown,8,34.8,Medium,3,1,1,8,13727.71381668588,35.380705713107936,4.42829477957609
Kia,2010,142326,Petrol,Semi-Automatic,2.7,463,SUV,Orange,4,48.8,High,1,0,0,14,5626.570908624026,12.15242096895038,2.083915151342232
Nissan,2016,86610,Diesel,CVT,2.1,411,Sedan,Green,4,17.9,Medium,3,0,0,8,12368.271694268278,30.09311847753839,5.8896531877467995
Kia,2010,11442,LPG,Semi-Automatic,3.4,263,Wagon,Green,12,48.0,Low,3,0,0,14,13611.963390749806,51.7565147937255,4.003518644338178
BMW,2011,46289,Electric,Semi-Automatic,4.5,106,Wagon,Green,8,31.5,High,1,1,0,13,47196.69706701575,445.2518591227901,10.488154903781279
Volkswagen,2013,53747,Electric,Semi-Automatic,5.0,245,Pickup,Blue,4,36.9,Medium,3,1,0,11,32757.67487831684,133.7047954217014,6.551534975663368
Chevrolet,2010,37327,Petrol,Manual,3.4,397,Pickup,Blue,4,14.0,Medium,2,1,1,14,10044.716533396004,25.301552980846356,2.954328392175295
Tesla,2020,147271,Electric,Manual,2.6,353,Coupe,Gray,4,25.2,Medium,3,1,1,4,112280.51337322195,318.0751087060112,43.1848128358546
Ford,2021,72827,Petrol,Manual,1.9,462,SUV,Green,6,40.8,Medium,3,1,0,3,41090.607363289346,88.94070857854837,21.626635454362813
Mercedes-Benz,2020,106464,Petrol,CVT,2.0,444,Wagon,Black,6,38.3,Medium,2,1,1,4,77865.76416560051,175.37334271531648,38.932882082800255
Volkswagen,2020,131184,Diesel,Manual,2.9,182,Convertible,White,6,11.6,Low,2,0,0,4,52656.65716075912,289.32229209208305,18.15746798646866
Audi,2018,87051,Electric,Manual,2.5,412,Hatchback,Black,12,31.9,Low,2,1,1,6,60786.53710855014,147.54013861298577,24.314614843420056
Chevrolet,2021,150653,Petrol,Semi-Automatic,4.7,452,Hatchback,Green,12,13.5,Low,1,1,1,3,36193.37436181958,80.07383708367163,7.700717949323315
Toyota,2015,245300,Diesel,Manual,2.5,183,Hatchback,Green,12,49.8,Medium,2,0,1,9,13016.835432291276,71.13024826388676,5.20673417291651
Toyota,2022,59722,Hybrid,Automatic,2.5,493,Pickup,White,4,45.9,High,1,0,1,2,64520.54109444127,130.87330850799447,25.808216437776508
Mazda,2010,92036,Diesel,Manual,2.5,324,Convertible,Green,6,10.8,Low,2,1,0,14,16251.936700223712,50.16029845748059,6.500774680089485
Lexus,2010,228634,Diesel,CVT,4.3,384,Sedan,Silver,4,44.3,Low,1,0,1,14,14095.413086365214,36.70680491240941,3.2780030433407474
Kia,2015,147595,Petrol,CVT,3.6,248,Convertible,Red,4,46.8,Medium,2,1,1,9,14309.592980460242,57.6999716954042,3.974886939016734
Volkswagen,2013,66960,LPG,Automatic,3.5,195,Sedan,Brown,8,24.1,High,2,0,1,11,19039.37927390026,97.63784243025775,5.439822649685788
Hyundai,2013,248709,LPG,CVT,2.3,220,Hatchback,White,4,38.8,Low,3,1,1,11,7474.765200177642,33.97620545535292,3.249897913120714
Nissan,2020,19552,LPG,CVT,4.3,497,Coupe,Green,12,27.7,Low,2,0,1,4,31427.38310481755,63.234171237057446,7.308693745306407
Honda,2015,141880,Diesel,Semi-Automatic,1.2,435,Coupe,Blue,6,36.2,High,3,0,1,9,11172.97199330741,25.684993088063013,9.310809994422842
Audi,2023,235419,Petrol,Automatic,4.5,204,Sedan,Blue,6,23.6,Medium,2,1,1,1,81645.49377472095,400.2230086996125,18.143443061049098
Toyota,2021,203597,Electric,Semi-Automatic,3.1,104,Hatchback,Red,4,22.9,High,2,1,1,3,32948.918633196976,316.8165253192017,10.62868343006354
Ford,2020,154692,Diesel,Semi-Automatic,2.6,273,Convertible,Blue,12,27.0,Medium,3,0,0,4,26973.1672466585,98.80281042732051,10.374295094868653
Toyota,2016,235637,Diesel,Manual,3.0,463,Coupe,Brown,12,15.8,Low,3,0,0,8,12013.807377705414,25.947748115994415,4.004602459235138
Mercedes-Benz,2018,887,Petrol,Automatic,3.7,179,Sedan,Yellow,12,43.2,High,1,0,0,6,68193.46967429057,380.9691043256456,18.43066747953799
Tesla,2019,31802,Hybrid,Manual,1.1,481,Convertible,Yellow,6,23.9,High,3,0,1,5,58642.806805799984,121.91851726777544,53.31164255072726
Toyota,2014,85024,Diesel,Manual,4.5,84,Hatchback,Yellow,12,26.0,Low,1,1,0,10,6577.075319155106,78.29851570422746,1.461572293145579
Mercedes-Benz,2018,226621,Hybrid,Semi-Automatic,2.8,98,SUV,Red,12,45.8,Low,2,0,0,6,62625.562332669026,639.0363503333574,22.366272261667508
Volkswagen,2013,245809,Hybrid,CVT,2.4,249,Hatchback,Red,4,29.9,Medium,3,0,0,11,13084.750110974419,52.549197232828995,5.451979212906008
Volkswagen,2022,118639,LPG,Automatic,1.6,353,Pickup,Brown,8,31.8,Low,3,1,1,2,38103.118185204024,107.94084471729185,23.814448865752514
Nissan,2019,118248,Petrol,CVT,2.8,333,Hatchback,White,12,48.3,Low,2,1,0,5,12719.457048153807,38.1965677121736,4.542663231483503
Lexus,2011,81938,Hybrid,Semi-Automatic,3.0,200,Convertible,Gray,4,45.5,High,2,1,0,13,29834.57746472857,149.17288732364284,9.944859154909523
Mazda,2012,217813,Petrol,Semi-Automatic,2.6,111,Convertible,Yellow,4,16.8,Medium,2,1,0,12,8583.268541744263,77.32674361931768,3.301257131440101
Chevrolet,2022,122746,LPG,Semi-Automatic,3.7,228,Wagon,Blue,12,28.9,Low,2,1,0,2,33661.56431053405,147.63843995848268,9.097720083928122
Toyota,2020,26049,Petrol,Semi-Automatic,2.7,345,Wagon,Black,8,48.9,High,3,1,0,4,29279.75162652825,84.86884529428478,10.844352454269723
Ford,2010,77789,Diesel,Semi-Automatic,4.8,116,Convertible,Gray,6,24.9,Low,2,0,0,14,10925.4214894696,94.18466801266896,2.2761294769728333
Toyota,2023,84526,Hybrid,Semi-Automatic,3.4,256,Convertible,Brown,8,24.9,Low,2,0,0,1,62684.64318134995,244.86188742714825,18.436659759220575
Mazda,2023,138918,Petrol,CVT,4.2,421,SUV,White,12,17.8,Low,3,0,1,1,62434.603692983794,148.30072136100662,14.865381831662807
Subaru,2015,221635,Electric,Manual,1.4,92,SUV,Blue,8,14.6,Low,1,1,0,9,15617.69584425826,169.7575635245463,11.155497031613043
Ford,2022,235808,Petrol,CVT,2.6,262,Hatchback,Green,4,39.6,Medium,3,1,0,2,19449.289787514197,74.23393048669541,7.480496072120845
BMW,2015,46220,Hybrid,Automatic,2.3,224,Pickup,White,4,40.8,High,1,0,1,9,48860.29665675046,218.12632436049313,21.24360724206542
Kia,2010,46163,LPG,CVT,3.3,344,Coupe,Yellow,8,48.8,High,2,0,1,14,13306.125351927916,38.68059695327883,4.032159197553914
Chevrolet,2020,134837,LPG,Semi-Automatic,4.4,167,Pickup,Yellow,6,40.9,Low,3,1,1,4,37194.4538910671,222.72128078483294,8.453284975242523
BMW,2022,117126,Hybrid,CVT,1.3,125,SUV,Green,8,19.7,High,2,1,1,2,84388.97628843573,675.1118103074858,64.91459714495056
Subaru,2012,81486,Diesel,Manual,1.3,471,Hatchback,Brown,12,11.6,Low,3,0,1,12,17002.33842205268,36.098383061682966,13.078721863117446
Subaru,2014,176342,Diesel,Automatic,4.4,198,Pickup,Orange,6,49.4,High,1,0,0,10,10096.793482825198,50.99390647891514,2.2947257915511816
Mazda,2012,75277,LPG,CVT,1.9,98,Sedan,White,8,23.6,Medium,3,0,0,12,14050.419880229867,143.371631430917,7.39495783169993
Toyota,2019,219350,LPG,Manual,3.7,299,Wagon,Green,8,22.5,Medium,2,0,0,5,10592.335515806606,35.425871290323094,2.862793382650434
Mazda,2012,221311,Hybrid,CVT,3.2,312,Pickup,Brown,6,46.2,High,3,0,1,12,6843.457440189045,21.934158462144374,2.1385804500590764
Mazda,2023,104245,Diesel,Automatic,4.3,173,Coupe,Brown,8,33.4,Low,2,1,0,1,34035.00521637729,196.73413419871267,7.915117492180766
Subaru,2019,122332,LPG,CVT,1.5,330,Hatchback,Red,12,18.6,Low,3,0,0,5,15646.818805162575,47.41460243988659,10.43121253677505
Chevrolet,2012,234231,Diesel,Semi-Automatic,1.5,329,Pickup,White,4,45.6,Low,1,0,1,12,12730.425815636263,38.69430339099168,8.486950543757509
BMW,2014,22931,LPG,CVT,3.2,361,Convertible,Blue,12,49.7,Low,3,1,1,10,46045.73844397147,127.55052200546115,14.389293263741086
Honda,2022,89116,Petrol,Manual,4.8,311,Sedan,Orange,8,13.5,Medium,3,0,0,2,38973.75451082657,125.31753862002112,8.119532189755535
Toyota,2014,55633,Electric,CVT,2.7,125,Wagon,Silver,4,44.5,Low,3,1,1,10,12343.604366792644,98.74883493434115,4.571705321034313
Subaru,2013,211774,Petrol,Manual,2.3,453,Sedan,Black,6,25.6,Low,3,1,0,11,10233.31885809032,22.59010785450402,4.449269068734922
BMW,2010,51913,LPG,Automatic,3.4,125,Hatchback,White,12,31.0,Low,1,0,1,14,14865.78036222859,118.92624289782871,4.372288341831938
Lexus,2014,94776,Electric,CVT,4.7,93,SUV,Gray,6,46.6,Low,2,0,0,10,42071.394664246356,452.38058778759523,8.951360566860927
Honda,2019,25991,Electric,Automatic,4.3,164,Wagon,Brown,4,48.9,Medium,3,1,0,5,24057.3127525249,146.69093141783475,5.594723895936023
Honda,2014,185917,LPG,Automatic,5.0,398,Sedan,Red,8,20.5,High,3,1,0,10,6396.341999675653,16.07121105446144,1.2792683999351306
Volkswagen,2013,104092,LPG,CVT,1.1,407,SUV,Green,4,18.5,High,3,1,1,11,17651.069573483714,43.368721310770795,16.046426884985195
Nissan,2015,229577,Diesel,Manual,1.5,82,Coupe,Yellow,4,13.2,Low,1,0,1,9,18500.23845075951,225.61266403365255,12.33349230050634
Toyota,2019,186384,LPG,Automatic,3.4,107,Hatchback,Green,6,32.5,Low,2,0,1,5,19083.725283271353,178.35257274085376,5.612860377432751
Honda,2013,141633,Hybrid,Automatic,4.3,460,Hatchback,Green,12,10.5,High,2,0,1,11,8084.751143255927,17.57554596359984,1.8801746844781224
Subaru,2023,147973,LPG,CVT,2.1,236,Wagon,Orange,4,26.5,Medium,3,0,0,1,24462.151069316646,103.65318249710442,11.64864336634126
Volkswagen,2016,237113,Hybrid,CVT,2.0,422,Sedan,White,8,12.9,Medium,3,0,0,8,13097.407494577068,31.03651065065656,6.548703747288534
BMW,2016,95556,LPG,CVT,4.1,481,Coupe,Green,4,26.2,Medium,2,1,0,8,44643.15143446662,92.81320464546076,10.888573520601614
Lexus,2011,62875,Diesel,CVT,1.2,498,Convertible,Orange,6,11.6,Medium,3,0,0,13,30927.114357101167,62.10263927128749,25.772595297584306
Mercedes-Benz,2012,156989,Hybrid,CVT,2.5,412,Wagon,Silver,12,43.4,Medium,3,0,1,12,24290.134159938778,58.95663631053102,9.716053663975512
Toyota,2010,62120,Petrol,Semi-Automatic,3.0,411,Convertible,Blue,8,18.4,Medium,3,1,1,14,14356.177523503271,34.929872319959294,4.785392507834423
